0.0, 9.836552
0.005, 9.832028
0.01, 9.82747
0.015, 9.822903
0.02, 9.818376
0.024999999, 9.813781
0.029999997, 9.809276
0.034999996, 9.8046875
0.039999995, 9.800176
0.044999994, 9.795618
0.049999993, 9.791052
0.054999992, 9.78652
0.05999999, 9.781967
0.06499999, 9.777429
0.06999999, 9.772862
0.074999996, 9.768289
0.08, 9.763723
0.085, 9.759186
0.09, 9.754622
0.095000006, 9.750076
0.10000001, 9.745555
0.10500001, 9.741002
0.110000014, 9.736458
0.11500002, 9.731877
0.12000002, 9.727332
0.12500001, 9.722787
0.13000001, 9.718253
0.135, 9.713697
0.14, 9.709153
0.145, 9.704566
0.14999999, 9.700053
0.15499999, 9.695476
0.15999998, 9.690931
0.16499998, 9.686396
0.16999997, 9.681814
0.17499997, 9.677281
0.17999996, 9.67271
0.18499996, 9.668198
0.18999995, 9.663618
0.19499995, 9.659075
0.19999994, 9.6545315
0.20499994, 9.649955
0.20999993, 9.645432
0.21499993, 9.640862
0.21999992, 9.636302
0.22499992, 9.63177
0.22999991, 9.627205
0.23499991, 9.622651
0.2399999, 9.618113
0.2449999, 9.613566
0.2499999, 9.609032
0.2549999, 9.604455
0.2599999, 9.599912
0.2649999, 9.595352
0.2699999, 9.590805
0.2749999, 9.586262
0.27999988, 9.5816965
0.28499988, 9.577137
0.28999987, 9.5726
0.29499987, 9.568055
0.29999986, 9.563496
0.30499986, 9.558972
0.30999985, 9.554392
0.31499985, 9.549813
0.31999984, 9.545287
0.32499984, 9.540722
0.32999983, 9.536193
0.33499983, 9.531639
0.33999982, 9.527119
0.34499982, 9.52251
0.34999982, 9.517958
0.3549998, 9.513429
0.3599998, 9.508862
0.3649998, 9.504336
0.3699998, 9.499771
0.3749998, 9.495208
0.3799998, 9.490695
0.38499978, 9.4861
0.38999978, 9.481544
0.39499977, 9.477014
0.39999977, 9.47246
0.40499976, 9.467922
0.40999976, 9.463362
0.41499975, 9.458812
0.41999975, 9.454257
0.42499974, 9.449714
0.42999974, 9.445129
0.43499973, 9.440602
0.43999973, 9.436072
0.44499972, 9.431512
0.44999972, 9.426929
0.45499972, 9.422395
0.4599997, 9.417836
0.4649997, 9.413303
0.4699997, 9.408705
0.4749997, 9.40418
0.4799997, 9.399667
0.4849997, 9.395103
0.48999968, 9.390521
0.49499968, 9.385989
0.49999967, 9.38142
0.5049997, 9.376914
0.5099997, 9.372366
0.5149997, 9.367762
0.5199997, 9.363241
0.5249997, 9.358668
0.5299997, 9.35411
0.53499967, 9.349572
0.53999966, 9.345056
0.54499966, 9.340458
0.54999965, 9.33596
0.55499965, 9.331378
0.55999964, 9.326847
0.56499964, 9.322268
0.56999964, 9.317689
0.57499963, 9.313174
0.5799996, 9.308572
0.5849996, 9.304047
0.5899996, 9.299548
0.5949996, 9.2949705
0.5999996, 9.290407
0.6049996, 9.285871
0.6099996, 9.281287
0.6149996, 9.276757
0.6199996, 9.272214
0.6249996, 9.267673
0.6299996, 9.263111
0.6349996, 9.258546
0.63999957, 9.253996
0.64499956, 9.249422
0.64999956, 9.244912
0.65499955, 9.2403
0.65999955, 9.235767
0.66499954, 9.231226
0.66999954, 9.226676
0.67499954, 9.222108
0.67999953, 9.217561
0.6849995, 9.213034
0.6899995, 9.208475
0.6949995, 9.203907
0.6999995, 9.199347
0.7049995, 9.19483
0.7099995, 9.190295
0.7149995, 9.1857195
0.7199995, 9.181129
0.7249995, 9.176633
0.7299995, 9.172063
0.7349995, 9.167496
0.7399995, 9.162947
0.74499947, 9.158423
0.74999946, 9.153898
0.75499946, 9.149315
0.75999945, 9.14477
0.76499945, 9.140197
0.76999944, 9.135633
0.77499944, 9.131133
0.77999943, 9.126567
0.78499943, 9.122014
0.7899994, 9.117478
0.7949994, 9.112891
0.7999994, 9.108347
0.8049994, 9.103784
0.8099994, 9.099245
0.8149994, 9.09468
0.8199994, 9.090148
0.8249994, 9.085588
0.8299994, 9.081067
0.8349994, 9.076491
0.8399994, 9.071912
0.8449994, 9.06736
0.84999937, 9.062837
0.85499936, 9.058302
0.85999936, 9.053731
0.86499935, 9.049171
0.86999935, 9.0446005
0.87499934, 9.04008
0.87999934, 9.035515
0.88499933, 9.030921
0.88999933, 9.026436
0.8949993, 9.021869
0.8999993, 9.017326
0.9049993, 9.012784
0.9099993, 9.008215
0.9149993, 9.00366
0.9199993, 8.999094
0.9249993, 8.994537
0.9299993, 8.989984
0.9349993, 8.985472
0.9399993, 8.980899
0.9449993, 8.976339
0.9499993, 8.971799
0.95499927, 8.967238
0.95999926, 8.96273
0.96499926, 8.958151
0.96999925, 8.953597
0.97499925, 8.949081
0.97999924, 8.9445
0.98499924, 8.9399185
0.98999923, 8.935392
0.99499923, 8.930864
0.9999992, 8.926308
1.0049993, 8.92174
1.0099993, 8.917201
1.0149993, 8.912614
1.0199993, 8.908072
1.0249993, 8.90351
1.0299993, 8.898986
1.0349993, 8.8944435
1.0399992, 8.889898
1.0449992, 8.885333
1.0499992, 8.880785
1.0549992, 8.876271
1.0599992, 8.871683
1.0649992, 8.867127
1.0699992, 8.86257
1.0749992, 8.857984
